,Date,Institution Name (RSSD ID),Location,Rank,Total Assets
838,9/30/2014,"INVESTORS BANCORP, INC. (2477754)","SHORT HILLS, NJ",74,17781789
839,9/30/2014,"BANKUNITED, INC. (4028712)","MIAMI LAKES, FL",75,17680739
840,9/30/2014,FULTON FINANCIAL CORPORATION (1117129),"LANCASTER, PA",76,17209511
841,9/30/2014,"FIRST NATIONAL OF NEBRASKA, INC. (1020902)","OMAHA, NE",77,17082710
842,9/30/2014,VALLEY NATIONAL BANCORP (1048773),"WAYNE, NJ",78,16726410
843,9/30/2014,UMB FINANCIAL CORPORATION (1049828),"KANSAS CITY, MO",79,16284028
844,9/30/2014,PACWEST BANCORP (2875332),"LOS ANGELES, CA",80,15939057
845,9/30/2014,F.N.B. CORPORATION (3005332),"PITTSBURGH, PA",81,15757045
846,9/30/2014,IBERIABANK CORPORATION (2291914),"LAFAYETTE, LA",82,15516609
847,9/30/2014,ASTORIA FINANCIAL CORPORATION (2504128),"LAKE SUCCESS, NY",83,15460281
848,9/30/2014,"PRIVATEBANCORP, INC. (1839319)","CHICAGO, IL",84,15190468
849,9/30/2014,"ARVEST BANK GROUP, INC. (1095674)","BENTONVILLE, AR",85,14969471
850,9/30/2014,"WASHINGTON FEDERAL, INC. (3065617)","SEATTLE, WA",86,14756041
851,9/30/2014,BANK OF HAWAII CORPORATION (1025309),"HONOLULU, HI",87,14577913
852,9/30/2014,"MB FINANCIAL, INC. (1090987)","CHICAGO, IL",88,14506043
853,9/30/2014,"TEXAS CAPITAL BANCSHARES, INC. (2706735)","DALLAS, TX",89,14266857
854,9/30/2014,FIRSTBANK HOLDING COMPANY (1060627),"LAKEWOOD, CO",90,14052107
855,9/30/2014,MODERN WOODMEN OF AMERICA (3057395),"ROCK ISLAND, IL",91,13999399
856,9/30/2014,"BANCORPSOUTH, INC. (1097614)","TUPELO, MS",92,13074902
857,9/30/2014,FIRST BANCORP (2744894),"SAN JUAN, PR",93,12643280
858,9/30/2014,TRUSTMARK CORPORATION (1079562),"JACKSON, MS",94,12096316
859,9/30/2014,"UNITED BANKSHARES, INC. (1076217)","CHARLESTON, WV",95,12085063
860,9/30/2014,INTERNATIONAL BANCSHARES CORPORATION (1104231),"LAREDO, TX",96,12079187
861,9/30/2014,"THIRD FEDERAL SAVINGS AND LOAN OF CLEVELAND, MHC (3828036)","CLEVELAND, OH",97,11803153
862,9/30/2014,"APPLE FINANCIAL HOLDINGS, INC. (3446412)","NEW YORK, NY",98,11688202
863,9/30/2014,CATHAY GENERAL BANCORP (1843080),"LOS ANGELES, CA",99,11599466
864,9/30/2014,OLD NATIONAL BANCORP (1098303),"EVANSVILLE, IN",100,11179846
865,9/30/2014,"CENTRAL BANCOMPANY, INC (1094314)","JEFFERSON CITY, MO",101,10967840
866,9/30/2014,"HAWAIIAN ELECTRIC INDUSTRIES, INC. (3842957)","HONOLULU, HI",102,10670471
867,9/30/2014,COUNTRY LIFE INSURANCE COMPANY (3825204),"BLOOMINGTON, IL",103,10573699
868,9/30/2014,WESTERN ALLIANCE BANCORPORATION (2349815),"PHOENIX, AZ",104,10288824
869,9/30/2014,"NORDSTROM, INC. (1760589)","SEATTLE, WA",105,10144127
870,6/30/2014,JPMORGAN CHASE & CO. (1039502),"NEW YORK, NY",1,2519995000
871,6/30/2014,BANK OF AMERICA CORPORATION (1073757),"CHARLOTTE, NC",2,2172001000
872,6/30/2014,CITIGROUP INC. (1951350),"NEW YORK, NY",3,1909369000
873,6/30/2014,WELLS FARGO & COMPANY (1120754),"SAN FRANCISCO, CA",4,1598874000
874,6/30/2014,"GOLDMAN SACHS GROUP, INC., THE (2380443)","NEW YORK, NY",5,860008000
875,6/30/2014,MORGAN STANLEY (2162966),"NEW YORK, NY",6,826524000
876,6/30/2014,GENERAL ELECTRIC CAPITAL CORPORATION (1631915),"NORWALK, CT",7,516270747
877,6/30/2014,"BANK OF NEW YORK MELLON CORPORATION, THE (3587146)","NEW YORK, NY",8,400740000
878,6/30/2014,U.S. BANCORP (1119794),"MINNEAPOLIS, MN",9,389065000
879,6/30/2014,"PNC FINANCIAL SERVICES GROUP, INC., THE (1069778)","PITTSBURGH, PA",10,327251474
880,6/30/2014,CAPITAL ONE FINANCIAL CORPORATION (2277860),"MCLEAN, VA",11,298653928
881,6/30/2014,HSBC NORTH AMERICA HOLDINGS INC. (3232316),"NEW YORK, NY",12,289551194
882,6/30/2014,STATE STREET CORPORATION (1111435),"BOSTON, MA",13,282324972
883,6/30/2014,TEACHERS INSURANCE & ANNUITY ASSOCIATION OF AMERICA (1607170),"NEW YORK, NY",14,256932841
884,6/30/2014,TD BANK US HOLDING COMPANY (1249196),"CHERRY HILL, NJ",15,236008197
885,6/30/2014,BB&T CORPORATION (1074156),"WINSTON SALEM, NC",16,188012330
886,6/30/2014,"SUNTRUST BANKS, INC. (1131787)","ATLANTA, GA",17,182585899
887,6/30/2014,AMERICAN EXPRESS COMPANY (1275216),"NEW YORK, NY",18,152384000
888,6/30/2014,ALLY FINANCIAL INC. (1562859),"DETROIT, MI",19,149937000
889,6/30/2014,"CHARLES SCHWAB CORPORATION, THE (1026632)","SAN FRANCISCO, CA",20,143401000
890,6/30/2014,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY (3840207),"BLOOMINGTON, IL",21,135478405
891,6/30/2014,FIFTH THIRD BANCORP (1070345),"CINCINNATI, OH",22,132562382
892,6/30/2014,"CITIZENS FINANCIAL GROUP, INC. (1132449)","PROVIDENCE, RI",23,130579630
893,6/30/2014,UNITED SERVICES AUTOMOBILE ASSOCIATION (1447376),"SAN ANTONIO, TX",24,129066684
894,6/30/2014,REGIONS FINANCIAL CORPORATION (3242838),"BIRMINGHAM, AL",25,119013705
895,6/30/2014,BMO FINANCIAL CORP. (1245415),"WILMINGTON, DE",26,116160559
896,6/30/2014,"SANTANDER HOLDINGS USA, INC. (3981856)","BOSTON, MA",27,112512985
897,6/30/2014,UNIONBANCAL CORPORATION (1378434),"SAN FRANCISCO, CA",28,108823027
898,6/30/2014,NORTHERN TRUST CORPORATION (1199611),"CHICAGO, IL",29,105761163
899,6/30/2014,KEYCORP (1068025),"CLEVELAND, OH",30,91934784
900,6/30/2014,M&T BANK CORPORATION (1037003),"BUFFALO, NY",31,90835002
901,6/30/2014,BANCWEST CORPORATION (1025608),"HONOLULU, HI",32,86617152
902,6/30/2014,DISCOVER FINANCIAL SERVICES (3846375),"RIVERWOODS, IL",33,78936814
903,6/30/2014,"BBVA COMPASS BANCSHARES, INC. (1078529)","HOUSTON, TX",34,75747100
904,6/30/2014,DEUTSCHE BANK TRUST CORPORATION (1032473),"NEW YORK, NY",35,69406000
905,6/30/2014,COMERICA INCORPORATED (1199844),"DALLAS, TX",36,65386081
906,6/30/2014,HUNTINGTON BANCSHARES INCORPORATED (1068191),"COLUMBUS, OH",37,63797113
907,6/30/2014,ZIONS BANCORPORATION (1027004),"SALT LAKE CITY, UT",38,55111275
908,6/30/2014,"NEW YORK COMMUNITY BANCORP, INC. (2132932)","WESTBURY, NY",39,48604772
909,6/30/2014,E*TRADE FINANCIAL CORPORATION (3412583),"NEW YORK, NY",40,45748395
910,6/30/2014,CIT GROUP INC. (1036967),"LIVINGSTON, NJ",41,44152666
911,6/30/2014,"FIRST NIAGARA FINANCIAL GROUP, INC. (2648693)","BUFFALO, NY",42,38632971
912,6/30/2014,"HUDSON CITY BANCORP, INC. (2367556)","PARAMUS, NJ",43,37700645
913,6/30/2014,"POPULAR, INC. (1129382)","SAN JUAN, PR",44,36588000
914,6/30/2014,"UTRECHT-AMERICA HOLDINGS, INC. (2307280)","NEW YORK, NY",45,36486505
915,6/30/2014,JOHN DEERE CAPITAL CORPORATION (3843075),"RENO, NV",46,34923883
916,6/30/2014,MUTUAL OF OMAHA INSURANCE COMPANY (1583836),"OMAHA, NE",47,34182325
917,6/30/2014,"PEOPLE'S UNITED FINANCIAL, INC. (3650152)","BRIDGEPORT, CT",48,33889076
918,6/30/2014,NATIONWIDE MUTUAL INSURANCE COMPANY (3828072),"COLUMBUS, OH",49,33615965
919,6/30/2014,SVB FINANCIAL GROUP (1031449),"SANTA CLARA, CA",50,33322533
920,6/30/2014,CITY NATIONAL CORPORATION (1027518),"LOS ANGELES, CA",51,30819092
921,6/30/2014,BOK FINANCIAL CORPORATION (1883693),"TULSA, OK",52,27853768
922,6/30/2014,"EAST WEST BANCORP, INC. (2734233)","PASADENA, CA",53,27556917
923,6/30/2014,SYNOVUS FINANCIAL CORP. (1078846),"COLUMBUS, GA",54,26627290
924,6/30/2014,"CULLEN/FROST BANKERS, INC. (1102367)","SAN ANTONIO, TX",55,26584688
925,6/30/2014,ASSOCIATED BANC-CORP (1199563),"GREEN BAY, WI",56,25727786
926,6/30/2014,"SCOTTRADE FINANCIAL SERVICES, INC. (3242735)","TOWN AND COUNTRY, MO",57,25710230
927,6/30/2014,FIRSTMERIT CORPORATION (1070804),"AKRON, OH",58,24566414
928,6/30/2014,FIRST HORIZON NATIONAL CORPORATION (1094640),"MEMPHIS, TN",59,24223920
929,6/30/2014,"RAYMOND JAMES FINANCIAL, INC. (3815157)","SAINT PETERSBURG, FL",60,23070287
930,6/30/2014,"COMMERCE BANCSHARES, INC. (1049341)","KANSAS CITY, MO",61,23016162
931,6/30/2014,IMB HOLDCO LLC (3923614),"PASADENA, CA",62,22566793
932,6/30/2014,BARCLAYS DELAWARE HOLDINGS LLC (2938451),"WILMINGTON, DE",63,22123208
933,6/30/2014,UMPQUA HOLDINGS CORPORATION (2747644),"PORTLAND, OR",64,22066064
934,6/30/2014,"FIRST CITIZENS BANCSHARES, INC. (1075612)","RALEIGH, NC",65,22062840
935,6/30/2014,WEBSTER FINANCIAL CORPORATION (1145476),"WATERBURY, CT",66,21531479
936,6/30/2014,"MACY'S, INC. (4103310)","CINCINNATI, OH",67,21317986
937,6/30/2014,"PROSPERITY BANCSHARES, INC. (1109599)","HOUSTON, TX",68,21253920
938,6/30/2014,EVERBANK FINANCIAL CORP (3838857),"JACKSONVILLE, FL",69,19753820
939,6/30/2014,HANCOCK HOLDING COMPANY (1086533),"GULFPORT, MS",70,19355777
940,6/30/2014,WINTRUST FINANCIAL CORPORATION (2260406),"ROSEMONT, IL",71,18911548
941,6/30/2014,TCF FINANCIAL CORPORATION (2389941),"WAYZATA, MN",72,18889866
942,6/30/2014,"SUSQUEHANNA BANCSHARES, INC. (1117156)","LITITZ, PA",73,18506626
943,6/30/2014,"INVESTORS BANCORP, INC. (2477754)","SHORT HILLS, NJ",74,17389665
944,6/30/2014,FULTON FINANCIAL CORPORATION (1117129),"LANCASTER, PA",75,17010044
945,6/30/2014,"BANKUNITED, INC. (4028712)","MIAMI LAKES, FL",76,17008323
946,6/30/2014,"FIRST NATIONAL OF NEBRASKA, INC. (1020902)","OMAHA, NE",77,16754901
947,6/30/2014,"FRANKLIN RESOURCES, INC. (1246216)","SAN MATEO, CA",78,16563673
948,6/30/2014,VALLEY NATIONAL BANCORP (1048773),"WAYNE, NJ",79,16335967
949,6/30/2014,ASTORIA FINANCIAL CORPORATION (2504128),"LAKE SUCCESS, NY",80,15742065
950,6/30/2014,PACWEST BANCORP (2875332),"LOS ANGELES, CA",81,15685562
951,6/30/2014,UMB FINANCIAL CORPORATION (1049828),"KANSAS CITY, MO",82,15562690
952,6/30/2014,IBERIABANK CORPORATION (2291914),"LAFAYETTE, LA",83,15325042
953,6/30/2014,F.N.B. CORPORATION (3005332),"HERMITAGE, PA",84,15019247
954,6/30/2014,BANK OF HAWAII CORPORATION (1025309),"HONOLULU, HI",85,14884625
955,6/30/2014,"WASHINGTON FEDERAL, INC. (3065617)","SEATTLE, WA",86,14789955
956,6/30/2014,"ARVEST BANK GROUP, INC. (1095674)","BENTONVILLE, AR",87,14730285
957,6/30/2014,"PRIVATEBANCORP, INC. (1839319)","CHICAGO, IL",88,14602404
958,6/30/2014,FIRSTBANK HOLDING COMPANY (1060627),"LAKEWOOD, CO",89,13941733
959,6/30/2014,MODERN WOODMEN OF AMERICA (3057395),"ROCK ISLAND, IL",90,13827163
960,6/30/2014,"TEXAS CAPITAL BANCSHARES, INC. (2706735)","DALLAS, TX",91,13532830
961,6/30/2014,"BANCORPSOUTH, INC. (1097614)","TUPELO, MS",92,12989487
962,6/30/2014,FIRST BANCORP (2744894),"SAN JUAN, PR",93,12523251
963,6/30/2014,INTERNATIONAL BANCSHARES CORPORATION (1104231),"LAREDO, TX",94,12436467
964,6/30/2014,TRUSTMARK CORPORATION (1079562),"JACKSON, MS",95,12119996
965,6/30/2014,"UNITED BANKSHARES, INC. (1076217)","CHARLESTON, WV",96,12051710
966,6/30/2014,"THIRD FEDERAL SAVINGS AND LOAN OF CLEVELAND, MHC (3828036)","CLEVELAND, OH",97,11715978
967,6/30/2014,"APPLE FINANCIAL HOLDINGS, INC. (3446412)","NEW YORK, NY",98,11581188
968,6/30/2014,CATHAY GENERAL BANCORP (1843080),"LOS ANGELES, CA",99,11556822
969,6/30/2014,"CENTRAL BANCOMPANY, INC (1094314)","JEFFERSON CITY, MO",100,10848073
970,6/30/2014,"HAWAIIAN ELECTRIC INDUSTRIES, INC. (3842957)","HONOLULU, HI",101,10617143
971,6/30/2014,COUNTRY LIFE INSURANCE COMPANY (3825204),"BLOOMINGTON, IL",102,10519027
972,6/30/2014,OLD NATIONAL BANCORP (1098303),"EVANSVILLE, IN",103,10387956
973,6/30/2014,WESTERN ALLIANCE BANCORPORATION (2349815),"PHOENIX, AZ",104,10023587
974,3/31/2014,JPMORGAN CHASE & CO. (1039502),"NEW YORK, NY",1,2476650000
975,3/31/2014,BANK OF AMERICA CORPORATION (1073757),"CHARLOTTE, NC",2,2152533000
976,3/31/2014,CITIGROUP INC. (1951350),"NEW YORK, NY",3,1894390000
977,3/31/2014,WELLS FARGO & COMPANY (1120754),"SAN FRANCISCO, CA",4,1546707000
978,3/31/2014,"GOLDMAN SACHS GROUP, INC., THE (2380443)","NEW YORK, NY",5,915705000
979,3/31/2014,MORGAN STANLEY (2162966),"NEW YORK, NY",6,831338000
980,3/31/2014,"AMERICAN INTERNATIONAL GROUP, INC. (1562176)","NEW YORK, NY",7,547111000
981,3/31/2014,GENERAL ELECTRIC CAPITAL CORPORATION (1631915),"NORWALK, CT",8,516913616
982,3/31/2014,U.S. BANCORP (1119794),"MINNEAPOLIS, MN",9,371289000
983,3/31/2014,"BANK OF NEW YORK MELLON CORPORATION, THE (3587146)","NEW YORK, NY",10,368241000
984,3/31/2014,"PNC FINANCIAL SERVICES GROUP, INC., THE (1069778)","PITTSBURGH, PA",11,323586973
985,3/31/2014,HSBC NORTH AMERICA HOLDINGS INC. (3232316),"NEW YORK, NY",12,308847926
986,3/31/2014,CAPITAL ONE FINANCIAL CORPORATION (2277860),"MCLEAN, VA",13,290886180
987,3/31/2014,STATE STREET CORPORATION (1111435),"BOSTON, MA",14,256672720
988,3/31/2014,TEACHERS INSURANCE & ANNUITY ASSOCIATION OF AMERICA (1607170),"NEW YORK, NY",15,252936464
989,3/31/2014,TD BANK US HOLDING COMPANY (1249196),"CHERRY HILL, NJ",16,237493754
990,3/31/2014,BB&T CORPORATION (1074156),"WINSTON SALEM, NC",17,184651158
991,3/31/2014,"SUNTRUST BANKS, INC. (1131787)","ATLANTA, GA",18,179553408
992,3/31/2014,AMERICAN EXPRESS COMPANY (1275216),"NEW YORK, NY",19,151497000
993,3/31/2014,ALLY FINANCIAL INC. (1562859),"DETROIT, MI",20,148452000
994,3/31/2014,"CHARLES SCHWAB CORPORATION, THE (1026632)","SAN FRANCISCO, CA",21,144066000
995,3/31/2014,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY (3840207),"BLOOMINGTON, IL",22,132022280
996,3/31/2014,FIFTH THIRD BANCORP (1070345),"CINCINNATI, OH",23,129654487
997,3/31/2014,UNITED SERVICES AUTOMOBILE ASSOCIATION (1447376),"SAN ANTONIO, TX",24,127322366
998,3/31/2014,"RBS CITIZENS FINANCIAL GROUP, INC. (1132449)","PROVIDENCE, RI",25,127295624
999,3/31/2014,REGIONS FINANCIAL CORPORATION (3242838),"BIRMINGHAM, AL",26,118136516
1000,3/31/2014,BMO FINANCIAL CORP. (1245415),"WILMINGTON, DE",27,114499474
1001,3/31/2014,"SANTANDER HOLDINGS USA, INC. (3981856)","BOSTON, MA",28,109168077
1002,3/31/2014,UNIONBANCAL CORPORATION (1378434),"SAN FRANCISCO, CA",29,107237659
1003,3/31/2014,NORTHERN TRUST CORPORATION (1199611),"CHICAGO, IL",30,103832578
1004,3/31/2014,KEYCORP (1068025),"CLEVELAND, OH",31,90928218
1005,3/31/2014,M&T BANK CORPORATION (1037003),"BUFFALO, NY",32,88530360
1006,3/31/2014,BANCWEST CORPORATION (1025608),"HONOLULU, HI",33,84945155
1007,3/31/2014,DISCOVER FINANCIAL SERVICES (3846375),"RIVERWOODS, IL",34,79583709
1008,3/31/2014,"BBVA COMPASS BANCSHARES, INC. (1078529)","HOUSTON, TX",35,74957227
1009,3/31/2014,DEUTSCHE BANK TRUST CORPORATION (1032473),"NEW YORK, NY",36,72603000
1010,3/31/2014,COMERICA INCORPORATED (1199844),"DALLAS, TX",37,65832917
1011,3/31/2014,HUNTINGTON BANCSHARES INCORPORATED (1068191),"COLUMBUS, OH",38,61145753
1012,3/31/2014,ZIONS BANCORPORATION (1027004),"SALT LAKE CITY, UT",39,56080844
1013,3/31/2014,CIT GROUP INC. (1036967),"LIVINGSTON, NJ",40,48578081
1014,3/31/2014,"NEW YORK COMMUNITY BANCORP, INC. (2132932)","WESTBURY, NY",41,47567470
1015,3/31/2014,E*TRADE FINANCIAL CORPORATION (3412583),"NEW YORK, NY",42,46438440
1016,3/31/2014,"UTRECHT-AMERICA HOLDINGS, INC. (2307280)","NEW YORK, NY",43,45551256
1017,3/31/2014,"HUDSON CITY BANCORP, INC. (2367556)","PARAMUS, NJ",44,38231106
1018,3/31/2014,"FIRST NIAGARA FINANCIAL GROUP, INC. (2648693)","BUFFALO, NY",45,37996061
1019,3/31/2014,"POPULAR, INC. (1129382)","SAN JUAN, PR",46,36744000
1020,3/31/2014,JOHN DEERE CAPITAL CORPORATION (3843075),"RENO, NV",47,33333935
1021,3/31/2014,MUTUAL OF OMAHA INSURANCE COMPANY (1583836),"OMAHA, NE",48,33288652
1022,3/31/2014,"PEOPLE'S UNITED FINANCIAL, INC. (3650152)","BRIDGEPORT, CT",49,33101545
1023,3/31/2014,NATIONWIDE MUTUAL INSURANCE COMPANY (3828072),"COLUMBUS, OH",50,32872949
1024,3/31/2014,CITY NATIONAL CORPORATION (1027518),"LOS ANGELES, CA",51,29851542
1025,3/31/2014,SVB FINANCIAL GROUP (1031449),"SANTA CLARA, CA",52,29724778
1026,3/31/2014,"EAST WEST BANCORP, INC. (2734233)","PASADENA, CA",53,27401438
1027,3/31/2014,BOK FINANCIAL CORPORATION (1883693),"TULSA, OK",54,27365683
1028,3/31/2014,SYNOVUS FINANCIAL CORP. (1078846),"COLUMBUS, GA",55,26435426
1029,3/31/2014,"SCOTTRADE FINANCIAL SERVICES, INC. (3242735)","TOWN AND COUNTRY, MO",56,25852820
1030,3/31/2014,ASSOCIATED BANC-CORP (1199563),"GREEN BAY, WI",57,24806197
1031,3/31/2014,"CULLEN/FROST BANKERS, INC. (1102367)","SAN ANTONIO, TX",58,24715220
1032,3/31/2014,FIRSTMERIT CORPORATION (1070804),"AKRON, OH",59,24500602
1033,3/31/2014,FIRST HORIZON NATIONAL CORPORATION (1094640),"MEMPHIS, TN",60,23942809
1034,3/31/2014,"RAYMOND JAMES FINANCIAL, INC. (3815157)","SAINT PETERSBURG, FL",61,22868902
1035,3/31/2014,"COMMERCE BANCSHARES, INC. (1049341)","KANSAS CITY, MO",62,22820527
1036,3/31/2014,"FIRST CITIZENS BANCSHARES, INC. (1075612)","RALEIGH, NC",63,22154997
1037,3/31/2014,IMB HOLDCO LLC (3923614),"PASADENA, CA",64,21807098
1038,3/31/2014,"MACY'S, INC. (4103310)","CINCINNATI, OH",65,21633260
1039,3/31/2014,WEBSTER FINANCIAL CORPORATION (1145476),"WATERBURY, CT",66,21182781
1040,3/31/2014,BARCLAYS DELAWARE HOLDINGS LLC (2938451),"WILMINGTON, DE",67,20089504
1041,3/31/2014,HANCOCK HOLDING COMPANY (1086533),"GULFPORT, MS",68,19020567
1042,3/31/2014,"PROSPERITY BANCSHARES, INC. (1109599)","HOUSTON, TX",69,18921328
1043,3/31/2014,TCF FINANCIAL CORPORATION (2389941),"WAYZATA, MN",70,18815947
1044,3/31/2014,"SUSQUEHANNA BANCSHARES, INC. (1117156)","LITITZ, PA",71,18435035
1045,3/31/2014,WINTRUST FINANCIAL CORPORATION (2260406),"ROSEMONT, IL",72,18221163
1046,3/31/2014,EVERBANK FINANCIAL CORP (3838857),"JACKSONVILLE, FL",73,17630948
1047,3/31/2014,FULTON FINANCIAL CORPORATION (1117129),"LANCASTER, PA",74,16884185
1048,3/31/2014,"FIRST NATIONAL OF NEBRASKA, INC. (1020902)","OMAHA, NE",75,16573510
1049,3/31/2014,"INVESTORS BANCORP, MHC (2477754)","SHORT HILLS, NJ",76,16371463
1050,3/31/2014,VALLEY NATIONAL BANCORP (1048773),"WAYNE, NJ",77,16344464
1051,3/31/2014,"FRANKLIN RESOURCES, INC. (1246216)","SAN MATEO, CA",78,16023672
1052,3/31/2014,UMB FINANCIAL CORPORATION (1049828),"KANSAS CITY, MO",79,15945830
1053,3/31/2014,"BANKUNITED, INC. (4028712)","MIAMI LAKES, FL",80,15751652
1054,3/31/2014,ASTORIA FINANCIAL CORPORATION (2504128),"LAKE SUCCESS, NY",81,15699906
1055,3/31/2014,"ARVEST BANK GROUP, INC. (1095674)","BENTONVILLE, AR",82,14556251
1056,3/31/2014,F.N.B. CORPORATION (3005332),"HERMITAGE, PA",83,14476510
1057,3/31/2014,"WASHINGTON FEDERAL, INC. (3065617)","SEATTLE, WA",84,14364599
1058,3/31/2014,BANK OF HAWAII CORPORATION (1025309),"HONOLULU, HI",85,14333411
1059,3/31/2014,"PRIVATEBANCORP, INC. (1839319)","CHICAGO, IL",86,14304782
1060,3/31/2014,FIRSTBANK HOLDING COMPANY (1060627),"LAKEWOOD, CO",87,14009813
1061,3/31/2014,MODERN WOODMEN OF AMERICA (3057395),"ROCK ISLAND, IL",88,13587385
1062,3/31/2014,IBERIABANK CORPORATION (2291914),"LAFAYETTE, LA",89,13550924
1063,3/31/2014,"BANCORPSOUTH, INC. (1097614)","TUPELO, MS",90,13148062
1064,3/31/2014,FIRST BANCORP (2744894),"SAN JUAN, PR",91,12819428
1065,3/31/2014,INTERNATIONAL BANCSHARES CORPORATION (1104231),"LAREDO, TX",92,12144185
1066,3/31/2014,"TEXAS CAPITAL BANCSHARES, INC. (2706735)","DALLAS, TX",93,12143691
1067,3/31/2014,TRUSTMARK CORPORATION (1079562),"JACKSON, MS",94,12057054
1068,3/31/2014,"UNITED BANKSHARES, INC. (1076217)","CHARLESTON, WV",95,11886320
1069,3/31/2014,UMPQUA HOLDINGS CORPORATION (2747644),"PORTLAND, OR",96,11846183
1070,3/31/2014,"APPLE FINANCIAL HOLDINGS, INC. (3446412)","NEW YORK, NY",97,11575745
1071,3/31/2014,"THIRD FEDERAL SAVINGS AND LOAN OF CLEVELAND, MHC (3828036)","CLEVELAND, OH",98,11534400
1072,3/31/2014,CATHAY GENERAL BANCORP (1843080),"LOS ANGELES, CA",99,11291188
1073,3/31/2014,"CENTRAL BANCOMPANY, INC (1094314)","JEFFERSON CITY, MO",100,10793363
1074,3/31/2014,"HAWAIIAN ELECTRIC INDUSTRIES, INC. (3842957)","HONOLULU, HI",101,10458070
1075,3/31/2014,COUNTRY LIFE INSURANCE COMPANY (3825204),"BLOOMINGTON, IL",102,10406821
1076,3/31/2014,STERLING FINANCIAL CORPORATION (3152245),"SPOKANE, WA",103,10240431
1077,12/31/2013,JPMORGAN CHASE & CO. (1039502),"NEW YORK, NY",1,2415689000
1078,12/31/2013,BANK OF AMERICA CORPORATION (1073757),"CHARLOTTE, NC",2,2104995000
1079,12/31/2013,CITIGROUP INC. (1951350),"NEW YORK, NY",3,1880035000
1080,12/31/2013,WELLS FARGO & COMPANY (1120754),"SAN FRANCISCO, CA",4,1527015000
1081,12/31/2013,"GOLDMAN SACHS GROUP, INC., THE (2380443)","NEW YORK, NY",5,911595000
1082,12/31/2013,MORGAN STANLEY (2162966),"NEW YORK, NY",6,832666000
1083,12/31/2013,"AMERICAN INTERNATIONAL GROUP, INC. (1562176)","NEW YORK, NY",7,541329000
1084,12/31/2013,GENERAL ELECTRIC CAPITAL CORPORATION (1631915),"NORWALK, CT",8,524005141
1085,12/31/2013,"BANK OF NEW YORK MELLON CORPORATION, THE (3587146)","NEW YORK, NY",9,374310000
1086,12/31/2013,U.S. BANCORP (1119794),"MINNEAPOLIS, MN",10,364021000
1087,12/31/2013,"PNC FINANCIAL SERVICES GROUP, INC., THE (1069778)","PITTSBURGH, PA",11,320596232
1088,12/31/2013,CAPITAL ONE FINANCIAL CORPORATION (2277860),"MCLEAN, VA",12,297282098
1089,12/31/2013,HSBC NORTH AMERICA HOLDINGS INC. (3232316),"NEW YORK, NY",13,290013881
1090,12/31/2013,TEACHERS INSURANCE & ANNUITY ASSOCIATION OF AMERICA (1607170),"NEW YORK, NY",14,250494214
1091,12/31/2013,STATE STREET CORPORATION (1111435),"BOSTON, MA",15,243028090
1092,12/31/2013,TD BANK US HOLDING COMPANY (1249196),"CHERRY HILL, NJ",16,234621843
1093,12/31/2013,BB&T CORPORATION (1074156),"WINSTON SALEM, NC",17,183009992
1094,12/31/2013,"SUNTRUST BANKS, INC. (1131787)","ATLANTA, GA",18,175380779
1095,12/31/2013,AMERICAN EXPRESS COMPANY (1275216),"NEW YORK, NY",19,153387000
1096,12/31/2013,ALLY FINANCIAL INC. (1562859),"DETROIT, MI",20,151167000
1097,12/31/2013,"CHARLES SCHWAB CORPORATION, THE (1026632)","SAN FRANCISCO, CA",21,143642000
1098,12/31/2013,FIFTH THIRD BANCORP (1070345),"CINCINNATI, OH",22,129685180
1099,12/31/2013,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY (3840207),"BLOOMINGTON, IL",23,129337906
1100,12/31/2013,UNITED SERVICES AUTOMOBILE ASSOCIATION (1447376),"SAN ANTONIO, TX",24,122342355
1101,12/31/2013,"RBS CITIZENS FINANCIAL GROUP, INC. (1132449)","PROVIDENCE, RI",25,122257732
1102,12/31/2013,REGIONS FINANCIAL CORPORATION (3242838),"BIRMINGHAM, AL",26,117661732
1103,12/31/2013,BMO FINANCIAL CORP. (1245415),"WILMINGTON, DE",27,111073727
1104,12/31/2013,UNIONBANCAL CORPORATION (1378434),"SAN FRANCISCO, CA",28,105900020
1105,12/31/2013,NORTHERN TRUST CORPORATION (1199611),"CHICAGO, IL",29,102947333
1106,12/31/2013,KEYCORP (1068025),"CLEVELAND, OH",30,92991716
1107,12/31/2013,M&T BANK CORPORATION (1037003),"BUFFALO, NY",31,85162391
1108,12/31/2013,BANCWEST CORPORATION (1025608),"HONOLULU, HI",32,83527474
1109,12/31/2013,DISCOVER FINANCIAL SERVICES (3846375),"RIVERWOODS, IL",33,79339664
1110,12/31/2013,"SANTANDER HOLDINGS USA, INC. (3981856)","BOSTON, MA",34,77144021
1111,12/31/2013,"BBVA COMPASS BANCSHARES, INC. (1078529)","HOUSTON, TX",35,71965476
1112,12/31/2013,DEUTSCHE BANK TRUST CORPORATION (1032473),"NEW YORK, NY",36,66926000
1113,12/31/2013,COMERICA INCORPORATED (1199844),"DALLAS, TX",37,65356580
1114,12/31/2013,HUNTINGTON BANCSHARES INCORPORATED (1068191),"COLUMBUS, OH",38,59476344
